,256,512,1024,2048,4096,8192,16384,32768,65536,131072
GEMM,8.86822432737013,12.480824963283546,18.642914177511795,23.534157785231784,30.734667457179548,37.01770402331319,36.8321605541972,37.5335214047937,38.49906866610709,38.736233867721495
SSM_Scan,51.97214858766739,51.493590534345856,50.6874884464956,50.630755389903634,48.47543093257483,45.89153495878483,50.41577591480756,51.73473875342661,51.82274636860137,52.1096988083326
activation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logit_computation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nomralization,24.78670267019409,22.153547323653857,19.105570940759165,16.166858797974758,13.956979707340384,12.542963402931578,10.317729500729325,9.44138682020394,8.918830950460539,8.73503136583595
arithmetic,3.853438069485128,3.6066678370748657,3.0512872017298327,2.523807157732604,1.7996323387662962,1.1400678546438754,0.5989961227734314,0.3081506180448578,0.1607785746658684,0.0816145637119855
pooling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interpolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
embedding,0.3031889327295997,0.4346650185616609,0.2705220571192517,0.2962516436590923,0.2365579226485626,0.2497295289427453,0.1810707810678614,0.1470978795854252,0.1305916332773984,0.1205224613227404
memory,10.21629741255365,9.83070432308021,8.24221717638435,6.848169225498127,4.796731641490401,3.1580002313837925,1.6542671264246345,0.8351045239454618,0.467983806887742,0.2168989330752169
roi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
