,name,cpu_time (us),cuda_time (us),total_time (us),count
0,profilerstep*,0.0,0.0,0.0,0.0
1,inference_prof,270013.657,256370.7199999991,526384.3769999992,10.0
2,aten::embedding,211.74399999996305,90.24200000000376,301.9859999999668,10.0
3,aten::arange,105.308999999965,10.687000000001234,115.99599999996624,10.0
4,aten::unsqueeze,1043.99900000015,0.0,1043.99900000015,1159.0
5,aten::eq,96.75499999998748,12.287000000008163,109.04199999999564,10.0
6,aten::all,104.52100000005072,22.52799999999448,127.0490000000452,10.0
7,aten::is_nonzero,153.7900000000199,11.743000000039755,165.53300000005964,10.0
8,aten::slice,3415.8859999998404,0.0,3415.8859999998404,3416.0
9,aten::to,230.6120000000532,53.05300000002518,283.66500000007835,70.0
10,aten::expand,633.4040000000105,0.0,633.4040000000105,569.0
11,aten::matmul,197.5660000000317,13.344000000021596,210.9100000000533,10.0
12,aten::transpose,1001.370999999607,0.0,1001.370999999607,1130.0
13,aten::cat,3458.709999999932,2845.9549999995797,6304.664999999511,570.0
14,aten::cos,55.10600000003569,17.632000000065602,72.7380000001013,10.0
15,aten::mul,7024.0820000004815,9480.254999999508,16504.33699999999,1420.0
16,aten::sin,48.75200000002411,17.152999999988367,65.90500000001248,10.0
17,qwen2rmsnorm_prof,37075.09000000016,15903.225999999902,52978.31600000006,570.0
18,aten::linear,27471.250999999917,200767.9810000011,228239.232000001,1970.0
19,aten::view,353.3589999993766,0.0,353.3589999993766,840.0
20,aten::neg,2556.749999999921,1196.29699999978,3753.046999999701,560.0
21,aten::add,5741.364000000243,4257.673999999946,9999.03800000019,1120.0
22,aten::reshape,5138.824999999344,2445.1699999996863,7583.99499999903,840.0
23,aten::contiguous,4354.369000000072,2206.744000000129,6561.1130000002,560.0
24,aten::scaled_dot_product_attention,8423.914000000237,13836.79299999938,22260.706999999617,280.0
25,aten::silu,1406.0839999998025,3181.955999999961,4588.039999999764,280.0
26,cudadevicesynchronize,125962.00399999991,0.0,125962.00399999991,10.0
0,GEMM,36092.73100000019,214618.11800000048,250710.8490000007,
0,NonGEMM,74209.88199999904,41752.601999998624,115962.48399999764,
0,SSM_Scan,0.0,0.0,0.0,
